condition,model,iteration,instrument,seed,item_id,position,rating
EN_framed_Argentina,deepseek_v4,4,mfq2,20260725,purity_1,13,4
EN_framed_Argentina,deepseek_v4,4,mfq2,20260725,purity_5,14,3
EN_framed_Argentina,deepseek_v4,4,mfq2,20260725,equality_1,15,2
EN_framed_Argentina,deepseek_v4,4,mfq2,20260725,loyalty_5,16,5
EN_framed_Argentina,deepseek_v4,4,mfq2,20260725,purity_2,17,3
EN_framed_Argentina,deepseek_v4,4,mfq2,20260725,loyalty_3,18,5
EN_framed_Argentina,deepseek_v4,4,mfq2,20260725,purity_4,19,3
EN_framed_Argentina,deepseek_v4,4,mfq2,20260725,care_1,20,5
EN_framed_Argentina,deepseek_v4,4,mfq2,20260725,authority_5,21,3
EN_framed_Argentina,deepseek_v4,4,mfq2,20260725,authority_2,22,4
EN_framed_Argentina,deepseek_v4,4,mfq2,20260725,loyalty_6,23,5
EN_framed_Argentina,deepseek_v4,4,mfq2,20260725,authority_1,24,4
EN_framed_Argentina,deepseek_v4,4,mfq2,20260725,authority_3,25,5
EN_framed_Argentina,deepseek_v4,4,mfq2,20260725,loyalty_2,26,4
EN_framed_Argentina,deepseek_v4,4,mfq2,20260725,care_6,27,5
EN_framed_Argentina,deepseek_v4,4,mfq2,20260725,loyalty_1,28,4
EN_framed_Argentina,deepseek_v4,4,mfq2,20260725,equality_6,29,4
EN_framed_Argentina,deepseek_v4,4,mfq2,20260725,authority_4,30,4
EN_framed_Argentina,deepseek_v4,4,mfq2,20260725,equality_5,31,2
EN_framed_Argentina,deepseek_v4,4,mfq2,20260725,proportionality_1,32,4
EN_framed_Argentina,deepseek_v4,4,mfq2,20260725,loyalty_4,33,4
EN_framed_Argentina,deepseek_v4,4,mfq2,20260725,care_2,34,5
EN_framed_Argentina,deepseek_v4,4,mfq2,20260725,care_4,35,5
EN_framed_Argentina,deepseek_v4,4,mfq2,20260725,equality_3,36,2
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,proportionality_2,1,4
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,loyalty_3,2,4
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,equality_3,3,3
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,care_1,4,5
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,purity_3,5,3
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,proportionality_3,6,3
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,care_4,7,5
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,proportionality_4,8,4
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,authority_5,9,3
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,purity_1,10,3
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,equality_1,11,3
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,loyalty_4,12,4
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,care_5,13,5
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,authority_4,14,3
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,equality_5,15,3
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,purity_5,16,2
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,purity_4,17,3
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,loyalty_1,18,4
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,care_3,19,5
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,purity_6,20,2
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,proportionality_5,21,4
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,care_2,22,5
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,loyalty_5,23,5
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,care_6,24,5
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,equality_6,25,4
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,purity_2,26,2
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,equality_4,27,3
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,equality_2,28,3
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,authority_2,29,4
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,proportionality_6,30,4
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,authority_1,31,4
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,authority_3,32,3
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,loyalty_2,33,4
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,proportionality_1,34,4
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,authority_6,35,3
EN_framed_Argentina,deepseek_v4,5,mfq2,20260726,loyalty_6,36,5
EN_framed_Argentina,gpt55,1,mfq2,20260722,proportionality_2,1,4
EN_framed_Argentina,gpt55,1,mfq2,20260722,loyalty_6,2,5
EN_framed_Argentina,gpt55,1,mfq2,20260722,authority_4,3,4
EN_framed_Argentina,gpt55,1,mfq2,20260722,loyalty_1,4,4
EN_framed_Argentina,gpt55,1,mfq2,20260722,authority_1,5,3
EN_framed_Argentina,gpt55,1,mfq2,20260722,equality_2,6,3
EN_framed_Argentina,gpt55,1,mfq2,20260722,proportionality_1,7,4
EN_framed_Argentina,gpt55,1,mfq2,20260722,authority_5,8,3
EN_framed_Argentina,gpt55,1,mfq2,20260722,loyalty_4,9,3
EN_framed_Argentina,gpt55,1,mfq2,20260722,authority_2,10,3
EN_framed_Argentina,gpt55,1,mfq2,20260722,proportionality_4,11,4
EN_framed_Argentina,gpt55,1,mfq2,20260722,proportionality_5,12,4
EN_framed_Argentina,gpt55,1,mfq2,20260722,loyalty_3,13,4
EN_framed_Argentina,gpt55,1,mfq2,20260722,care_4,14,5
EN_framed_Argentina,gpt55,1,mfq2,20260722,authority_6,15,3
EN_framed_Argentina,gpt55,1,mfq2,20260722,purity_5,16,3
EN_framed_Argentina,gpt55,1,mfq2,20260722,purity_3,17,2
EN_framed_Argentina,gpt55,1,mfq2,20260722,purity_2,18,2
EN_framed_Argentina,gpt55,1,mfq2,20260722,authority_3,19,4
EN_framed_Argentina,gpt55,1,mfq2,20260722,care_5,20,5
EN_framed_Argentina,gpt55,1,mfq2,20260722,equality_4,21,2
EN_framed_Argentina,gpt55,1,mfq2,20260722,purity_6,22,2
EN_framed_Argentina,gpt55,1,mfq2,20260722,purity_1,23,3
EN_framed_Argentina,gpt55,1,mfq2,20260722,loyalty_2,24,3
EN_framed_Argentina,gpt55,1,mfq2,20260722,care_2,25,5
EN_framed_Argentina,gpt55,1,mfq2,20260722,purity_4,26,3
EN_framed_Argentina,gpt55,1,mfq2,20260722,loyalty_5,27,5
EN_framed_Argentina,gpt55,1,mfq2,20260722,equality_6,28,4
EN_framed_Argentina,gpt55,1,mfq2,20260722,equality_3,29,3
EN_framed_Argentina,gpt55,1,mfq2,20260722,equality_5,30,3
EN_framed_Argentina,gpt55,1,mfq2,20260722,care_1,31,5
EN_framed_Argentina,gpt55,1,mfq2,20260722,proportionality_3,32,4
EN_framed_Argentina,gpt55,1,mfq2,20260722,equality_1,33,2
EN_framed_Argentina,gpt55,1,mfq2,20260722,care_6,34,4
EN_framed_Argentina,gpt55,1,mfq2,20260722,proportionality_6,35,5
EN_framed_Argentina,gpt55,1,mfq2,20260722,care_3,36,5
EN_framed_Argentina,gpt55,2,mfq2,20260723,loyalty_2,1,4
EN_framed_Argentina,gpt55,2,mfq2,20260723,authority_6,2,3
EN_framed_Argentina,gpt55,2,mfq2,20260723,care_3,3,5
EN_framed_Argentina,gpt55,2,mfq2,20260723,authority_3,4,4
EN_framed_Argentina,gpt55,2,mfq2,20260723,loyalty_1,5,4
EN_framed_Argentina,gpt55,2,mfq2,20260723,purity_1,6,3
EN_framed_Argentina,gpt55,2,mfq2,20260723,proportionality_2,7,4
EN_framed_Argentina,gpt55,2,mfq2,20260723,equality_5,8,3
EN_framed_Argentina,gpt55,2,mfq2,20260723,purity_4,9,3
EN_framed_Argentina,gpt55,2,mfq2,20260723,proportionality_6,10,5
EN_framed_Argentina,gpt55,2,mfq2,20260723,authority_2,11,3
EN_framed_Argentina,gpt55,2,mfq2,20260723,care_1,12,5
EN_framed_Argentina,gpt55,2,mfq2,20260723,care_2,13,5
EN_framed_Argentina,gpt55,2,mfq2,20260723,care_6,14,4
EN_framed_Argentina,gpt55,2,mfq2,20260723,loyalty_6,15,5
EN_framed_Argentina,gpt55,2,mfq2,20260723,authority_5,16,4
EN_framed_Argentina,gpt55,2,mfq2,20260723,equality_3,17,3
EN_framed_Argentina,gpt55,2,mfq2,20260723,proportionality_3,18,4
EN_framed_Argentina,gpt55,2,mfq2,20260723,equality_1,19,3
EN_framed_Argentina,gpt55,2,mfq2,20260723,purity_2,20,2
EN_framed_Argentina,gpt55,2,mfq2,20260723,loyalty_5,21,5
EN_framed_Argentina,gpt55,2,mfq2,20260723,loyalty_3,22,4
EN_framed_Argentina,gpt55,2,mfq2,20260723,authority_1,23,3
EN_framed_Argentina,gpt55,2,mfq2,20260723,care_4,24,5
EN_framed_Argentina,gpt55,2,mfq2,20260723,equality_6,25,4
EN_framed_Argentina,gpt55,2,mfq2,20260723,proportionality_1,26,4
EN_framed_Argentina,gpt55,2,mfq2,20260723,equality_2,27,3
EN_framed_Argentina,gpt55,2,mfq2,20260723,care_5,28,5
EN_framed_Argentina,gpt55,2,mfq2,20260723,equality_4,29,3
EN_framed_Argentina,gpt55,2,mfq2,20260723,authority_4,30,4
EN_framed_Argentina,gpt55,2,mfq2,20260723,loyalty_4,31,3
EN_framed_Argentina,gpt55,2,mfq2,20260723,proportionality_5,32,4
EN_framed_Argentina,gpt55,2,mfq2,20260723,purity_5,33,3
EN_framed_Argentina,gpt55,2,mfq2,20260723,purity_3,34,2
EN_framed_Argentina,gpt55,2,mfq2,20260723,purity_6,35,2
EN_framed_Argentina,gpt55,2,mfq2,20260723,proportionality_4,36,5
EN_framed_Argentina,gpt55,3,mfq2,20260724,equality_4,1,3
EN_framed_Argentina,gpt55,3,mfq2,20260724,proportionality_3,2,4
EN_framed_Argentina,gpt55,3,mfq2,20260724,proportionality_2,3,4
EN_framed_Argentina,gpt55,3,mfq2,20260724,authority_3,4,4
EN_framed_Argentina,gpt55,3,mfq2,20260724,purity_3,5,2
EN_framed_Argentina,gpt55,3,mfq2,20260724,authority_2,6,3
EN_framed_Argentina,gpt55,3,mfq2,20260724,equality_3,7,3
EN_framed_Argentina,gpt55,3,mfq2,20260724,equality_5,8,2
EN_framed_Argentina,gpt55,3,mfq2,20260724,proportionality_5,9,4
EN_framed_Argentina,gpt55,3,mfq2,20260724,loyalty_6,10,5
EN_framed_Argentina,gpt55,3,mfq2,20260724,proportionality_1,11,4
EN_framed_Argentina,gpt55,3,mfq2,20260724,proportionality_6,12,4
EN_framed_Argentina,gpt55,3,mfq2,20260724,loyalty_4,13,4
EN_framed_Argentina,gpt55,3,mfq2,20260724,loyalty_5,14,5
EN_framed_Argentina,gpt55,3,mfq2,20260724,equality_1,15,3
EN_framed_Argentina,gpt55,3,mfq2,20260724,care_6,16,5
EN_framed_Argentina,gpt55,3,mfq2,20260724,equality_2,17,3
EN_framed_Argentina,gpt55,3,mfq2,20260724,authority_5,18,4
EN_framed_Argentina,gpt55,3,mfq2,20260724,authority_4,19,4
EN_framed_Argentina,gpt55,3,mfq2,20260724,purity_5,20,3
EN_framed_Argentina,gpt55,3,mfq2,20260724,authority_6,21,3
EN_framed_Argentina,gpt55,3,mfq2,20260724,purity_4,22,2
EN_framed_Argentina,gpt55,3,mfq2,20260724,care_1,23,5
EN_framed_Argentina,gpt55,3,mfq2,20260724,care_3,24,5
EN_framed_Argentina,gpt55,3,mfq2,20260724,care_4,25,5
EN_framed_Argentina,gpt55,3,mfq2,20260724,purity_2,26,2
EN_framed_Argentina,gpt55,3,mfq2,20260724,loyalty_2,27,3
EN_framed_Argentina,gpt55,3,mfq2,20260724,equality_6,28,4
EN_framed_Argentina,gpt55,3,mfq2,20260724,purity_6,29,2
EN_framed_Argentina,gpt55,3,mfq2,20260724,purity_1,30,3
EN_framed_Argentina,gpt55,3,mfq2,20260724,care_5,31,5
EN_framed_Argentina,gpt55,3,mfq2,20260724,authority_1,32,3
EN_framed_Argentina,gpt55,3,mfq2,20260724,loyalty_1,33,4
EN_framed_Argentina,gpt55,3,mfq2,20260724,care_2,34,5
EN_framed_Argentina,gpt55,3,mfq2,20260724,loyalty_3,35,4
EN_framed_Argentina,gpt55,3,mfq2,20260724,proportionality_4,36,5
EN_framed_Argentina,gpt55,4,mfq2,20260725,loyalty_1,1,4
EN_framed_Argentina,gpt55,4,mfq2,20260725,equality_3,2,3
EN_framed_Argentina,gpt55,4,mfq2,20260725,loyalty_5,3,5
EN_framed_Argentina,gpt55,4,mfq2,20260725,authority_5,4,4
EN_framed_Argentina,gpt55,4,mfq2,20260725,care_5,5,5
EN_framed_Argentina,gpt55,4,mfq2,20260725,purity_5,6,3
EN_framed_Argentina,gpt55,4,mfq2,20260725,purity_2,7,2
EN_framed_Argentina,gpt55,4,mfq2,20260725,authority_6,8,3
EN_framed_Argentina,gpt55,4,mfq2,20260725,authority_4,9,4
EN_framed_Argentina,gpt55,4,mfq2,20260725,purity_1,10,3
EN_framed_Argentina,gpt55,4,mfq2,20260725,proportionality_4,11,4
EN_framed_Argentina,gpt55,4,mfq2,20260725,purity_4,12,2
EN_framed_Argentina,gpt55,4,mfq2,20260725,equality_1,13,2
EN_framed_Argentina,gpt55,4,mfq2,20260725,proportionality_5,14,4
EN_framed_Argentina,gpt55,4,mfq2,20260725,authority_2,15,3
EN_framed_Argentina,gpt55,4,mfq2,20260725,proportionality_2,16,4
EN_framed_Argentina,gpt55,4,mfq2,20260725,equality_5,17,2
EN_framed_Argentina,gpt55,4,mfq2,20260725,equality_2,18,3
EN_framed_Argentina,gpt55,4,mfq2,20260725,authority_1,19,3
EN_framed_Argentina,gpt55,4,mfq2,20260725,loyalty_6,20,5
EN_framed_Argentina,gpt55,4,mfq2,20260725,equality_6,21,4
EN_framed_Argentina,gpt55,4,mfq2,20260725,equality_4,22,3
EN_framed_Argentina,gpt55,4,mfq2,20260725,care_1,23,5
EN_framed_Argentina,gpt55,4,mfq2,20260725,purity_3,24,2
EN_framed_Argentina,gpt55,4,mfq2,20260725,care_4,25,5
EN_framed_Argentina,gpt55,4,mfq2,20260725,proportionality_1,26,4
EN_framed_Argentina,gpt55,4,mfq2,20260725,loyalty_2,27,4
EN_framed_Argentina,gpt55,4,mfq2,20260725,proportionality_3,28,4
EN_framed_Argentina,gpt55,4,mfq2,20260725,care_2,29,5
EN_framed_Argentina,gpt55,4,mfq2,20260725,loyalty_4,30,4
EN_framed_Argentina,gpt55,4,mfq2,20260725,loyalty_3,31,4
EN_framed_Argentina,gpt55,4,mfq2,20260725,authority_3,32,4
EN_framed_Argentina,gpt55,4,mfq2,20260725,proportionality_6,33,4
EN_framed_Argentina,gpt55,4,mfq2,20260725,care_6,34,4
EN_framed_Argentina,gpt55,4,mfq2,20260725,care_3,35,5
EN_framed_Argentina,gpt55,4,mfq2,20260725,purity_6,36,2
EN_framed_Argentina,gpt55,5,mfq2,20260726,equality_5,1,2
EN_framed_Argentina,gpt55,5,mfq2,20260726,authority_3,2,4
EN_framed_Argentina,gpt55,5,mfq2,20260726,equality_2,3,3
EN_framed_Argentina,gpt55,5,mfq2,20260726,proportionality_3,4,4
EN_framed_Argentina,gpt55,5,mfq2,20260726,care_4,5,5
EN_framed_Argentina,gpt55,5,mfq2,20260726,purity_1,6,3
EN_framed_Argentina,gpt55,5,mfq2,20260726,equality_3,7,3
EN_framed_Argentina,gpt55,5,mfq2,20260726,purity_6,8,2
EN_framed_Argentina,gpt55,5,mfq2,20260726,loyalty_6,9,5
EN_framed_Argentina,gpt55,5,mfq2,20260726,care_6,10,4
EN_framed_Argentina,gpt55,5,mfq2,20260726,loyalty_4,11,3
EN_framed_Argentina,gpt55,5,mfq2,20260726,authority_6,12,3
EN_framed_Argentina,gpt55,5,mfq2,20260726,care_5,13,5
EN_framed_Argentina,gpt55,5,mfq2,20260726,proportionality_2,14,4
EN_framed_Argentina,gpt55,5,mfq2,20260726,loyalty_5,15,5
EN_framed_Argentina,gpt55,5,mfq2,20260726,care_3,16,5
EN_framed_Argentina,gpt55,5,mfq2,20260726,loyalty_2,17,4
EN_framed_Argentina,gpt55,5,mfq2,20260726,purity_5,18,3
EN_framed_Argentina,gpt55,5,mfq2,20260726,proportionality_4,19,4
EN_framed_Argentina,gpt55,5,mfq2,20260726,proportionality_1,20,4
EN_framed_Argentina,gpt55,5,mfq2,20260726,equality_1,21,2
EN_framed_Argentina,gpt55,5,mfq2,20260726,loyalty_3,22,4
EN_framed_Argentina,gpt55,5,mfq2,20260726,authority_4,23,4
EN_framed_Argentina,gpt55,5,mfq2,20260726,purity_3,24,2
EN_framed_Argentina,gpt55,5,mfq2,20260726,authority_1,25,3
EN_framed_Argentina,gpt55,5,mfq2,20260726,equality_4,26,3
EN_framed_Argentina,gpt55,5,mfq2,20260726,loyalty_1,27,4
EN_framed_Argentina,gpt55,5,mfq2,20260726,purity_2,28,2
EN_framed_Argentina,gpt55,5,mfq2,20260726,purity_4,29,2
EN_framed_Argentina,gpt55,5,mfq2,20260726,proportionality_5,30,4
EN_framed_Argentina,gpt55,5,mfq2,20260726,equality_6,31,4
EN_framed_Argentina,gpt55,5,mfq2,20260726,authority_2,32,3
EN_framed_Argentina,gpt55,5,mfq2,20260726,authority_5,33,4
EN_framed_Argentina,gpt55,5,mfq2,20260726,care_1,34,5
EN_framed_Argentina,gpt55,5,mfq2,20260726,care_2,35,5
EN_framed_Argentina,gpt55,5,mfq2,20260726,proportionality_6,36,5
EN_framed_Argentina,grok45,1,mfq2,20260722,authority_2,1,4
EN_framed_Argentina,grok45,1,mfq2,20260722,proportionality_5,2,4
EN_framed_Argentina,grok45,1,mfq2,20260722,purity_4,3,3
EN_framed_Argentina,grok45,1,mfq2,20260722,equality_1,4,3
EN_framed_Argentina,grok45,1,mfq2,20260722,proportionality_6,5,5
EN_framed_Argentina,grok45,1,mfq2,20260722,care_1,6,5
EN_framed_Argentina,grok45,1,mfq2,20260722,equality_4,7,3
